Description,Amount,Created Time,Original Date,Type
TV + Phone + Internet Service,"COP 133,353.00","May 3, 2024 5:00 AM",,Utilities
Shawarmas,"COP 41,000.00","May 10, 2024 2:38 AM",,Discretionary
Snack@Mimi,"COP 50,000.00","May 11, 2024 9:01 PM",,Discretionary
Cellphone Plan,"COP 82,000.00","May 16, 2024 5:00 AM",,Utilities
Credit Card Quota,"COP 48,490.00","May 18, 2024 7:31 AM",,Utilities
Snack@Mr Bono,"COP 8,400.00","May 18, 2024 10:51 PM",,Discretionary
Takeout From Two Days Ago,"COP 60,000.00","May 18, 2024 10:54 PM",,Discretionary
Daniela's Birthday,"COP 13,000.00","June 1, 2024 7:57 PM",,Sinking
Shawarmas,"COP 60,000.00","June 7, 2024 2:58 AM",,Discretionary
carloscamilo.loboulloque Domain,"COP 86,000.00","June 7, 2024 6:36 AM",,Discretionary
Mom's Gift,"COP 250,000.00","June 8, 2024 4:15 PM",,Sinking
"Supplies@Olimpica,Pricesmart,DollarCity","COP 250,000.00","June 8, 2024 4:15 PM",,Utilities
Madrid Tours@Civitatis,"COP 516,137.00","June 8, 2024 4:46 PM",,Short-term
Groceries@D1,"COP 265,900.00","June 8, 2024 4:47 PM",,Utilities
Pizza,"COP 45,000.00","June 10, 2024 2:13 AM",,Discretionary
Colloseum Tickets,"COP 600,000.00","June 12, 2024 2:00 AM",,Short-term
Water Service,"COP 120,000.00","June 13, 2024 6:57 AM",,Utilities
Drinks@SelvaMia,"COP 33,000.00","June 15, 2024 9:30 PM",,Discretionary
Supplies@Farmatodo,"COP 33,700.00","June 16, 2024 1:33 AM",,Utilities
Electricity Service,"COP 700,000.00","June 17, 2024 5:56 AM",,Utilities
Doge Palace tickets,"COP 270,000.00","June 18, 2024 1:03 PM",,Short-term
Star+ Subscription,"COP 34,900.00","June 18, 2024 1:04 PM",,Discretionary
Supplies@Exito,"COP 33,000.00","June 23, 2024 12:45 AM",,Utilities
Apple One,"COP 83,900.00","June 24, 2024 5:25 AM",,Utilities
Lourdes’ Pills,"COP 50,000.00","June 24, 2024 6:23 AM",,Discretionary
Cleaning Service,"COP 60,000.00","June 25, 2024 9:00 PM",,Utilities
Meat,"COP 85,000.00","June 28, 2024 6:10 PM",,Utilities
Snack@Pizzerna,"COP 68,000.00","July 1, 2024 1:32 AM",,Discretionary
Beer,"COP 20,000.00","July 3, 2024 12:47 AM",,Discretionary
Circus Ticket,"COP 68,000.00","July 3, 2024 12:48 AM",,Discretionary
Dinner@Porthos,"COP 100,628.00","July 6, 2024 11:44 PM",,Discretionary
Administration Service,"COP 350,000.00","July 9, 2024 6:14 AM",,Utilities
Takeout,"COP 47,250.00","July 12, 2024 12:01 AM",,Discretionary
Cleaning Service,"COP 60,000.00","July 16, 2024 9:00 PM",,Utilities
Electricity Service,"COP 700,000.00","July 17, 2024 5:28 AM",,Utilities
BBQ,"COP 80,000.00","July 22, 2024 12:39 AM",,Discretionary
Lourdes’ Pills,"COP 50,000.00","July 24, 2024 6:35 AM",,Discretionary
Supplies@DollarCity,"COP 61,300.00","August 3, 2024 7:46 PM",,Utilities
Supplies@Farmatodo,"COP 273,000.00","August 3, 2024 8:07 PM",,Utilities
Withdrawal@ATM,"COP 5,000.00","August 3, 2024 8:34 PM",,Utilities
Pisa Tower Tickets,"COP 180,000.00","August 4, 2024 4:43 AM",,Short-term
Cleaning Service,"COP 60,000.00","August 6, 2024 9:00 PM",,Utilities
YouTube Premium,"COP 26,900.00","August 7, 2024 6:22 AM",,Utilities
Administration Service,"COP 350,000.00","August 9, 2024 5:51 AM",,Utilities
Lunch@IlForno,"COP 103,359.00","August 10, 2024 6:54 PM",,Discretionary
Supplies@Farmatodo,"COP 17,000.00","August 10, 2024 9:13 PM",,Utilities
Arturo Calle Gift Card,"COP 200,000.00","August 10, 2024 9:26 PM",,Sinking
Burgers,"COP 44,000.00","August 11, 2024 4:52 AM",,Discretionary
Groceries@Olimpica,"COP 24,160.00","August 12, 2024 1:39 AM",,Utilities
Water Service,"COP 120,000.00","August 13, 2024 5:45 AM",,Utilities
Cleaning Service,"COP 60,000.00","August 13, 2024 9:00 PM",,Utilities
Dinner@Rodizzio,"COP 75,000.00","August 18, 2024 4:11 AM",,Discretionary
Beers@Cartagena,"COP 310,000.00","August 25, 2024 4:19 AM",,Discretionary
Data Credito,"COP 24,000.00","August 31, 2024 3:55 PM",,Discretionary
Lourdes' mom dinner,"COP 100,000.00","September 1, 2024 2:44 AM",,Discretionary
Water Service,"COP 120,000.00","September 13, 2024 6:24 AM",,Utilities
Vehicular Tax Of Barranquilla,"COP 241,200.00","April 24, 2025 5:02 AM",,Sinking
Gas Service,"COP 30,000.00","April 20, 2026 5:02 AM",,Utilities
Cleaning Service,"COP 60,000.00","April 21, 2026 9:00 PM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","April 24, 2026 5:00 AM",,Discretionary
Rent,"COP 1,000,000.00","April 24, 2026 5:00 AM",,Utilities
Lourdes’ Pills,"COP 50,000.00","April 24, 2026 5:00 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","April 24, 2026 5:00 AM",,Sinking
Apple One,"COP 83,900.00","April 24, 2026 5:00 AM",,Utilities
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","April 24, 2026 5:01 AM",,Sinking
Unified Predial Tax,"COP 2,000,000.00","April 24, 2026 5:02 AM",,Sinking
Galleta's Quota,"COP 100,000.00","April 24, 2026 5:02 AM",,Discretionary
Cleaning Service,"COP 60,000.00","April 28, 2026 9:03 PM",,Utilities
Multicines Exito,"COP 34,500.00","May 2, 2026 9:38 PM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","May 3, 2026 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","May 5, 2026 9:02 PM",,Utilities
YouTube Premium,"COP 41,900.00","May 7, 2026 5:01 AM",,Utilities
Administration Service,"COP 350,000.00","May 9, 2026 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","May 12, 2026 9:03 PM",,Utilities
Water Service,"COP 120,000.00","May 13, 2026 5:01 AM",,Utilities
Cellphone Plan,"COP 82,000.00","May 16, 2026 5:01 AM",,Utilities
Epoca Espresso Bar Pla,"COP 27,000.00","May 16, 2026 9:05 PM",,Discretionary
Electricity Service,"COP 700,000.00","May 17, 2026 5:00 AM",,Utilities
Credit Card Quota,"COP 48,490.00","May 18, 2026 5:02 AM",,Utilities
Cleaning Service,"COP 60,000.00","May 19, 2026 9:00 PM",,Utilities
Gas Service,"COP 30,000.00","May 20, 2026 5:01 AM",,Utilities
Javier Enrique Molina,"COP 50,900.00","May 20, 2026 1:28 PM",,Discretionary
Eds La Castellana,"COP 148,386.00","May 23, 2026 4:57 PM",,Discretionary
Lourdes’ Pills,"COP 50,000.00","May 24, 2026 5:01 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","May 24, 2026 5:01 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","May 24, 2026 5:01 AM",,Sinking
Galleta's Quota,"COP 100,000.00","May 24, 2026 5:01 AM",,Discretionary
Apple One,"COP 83,900.00","May 24, 2026 5:01 AM",,Utilities
Rent,"COP 1,000,000.00","May 24, 2026 5:01 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","May 24, 2026 5:01 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","May 24, 2026 5:01 AM",,Sinking
Cleaning Service,"COP 60,000.00","May 26, 2026 9:04 PM",,Utilities
Bold Sa*raval Ne,"COP 209,012.00","May 31, 2026 3:37 AM",,Discretionary
Cleaning Service,"COP 60,000.00","June 2, 2026 9:05 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","June 3, 2026 5:01 AM",,Utilities
YouTube Premium,"COP 41,900.00","June 7, 2026 5:01 AM",,Utilities
carloscamilo.loboulloque Domain,"COP 86,000.00","June 7, 2026 5:01 AM",,Sinking
Administration Service,"COP 350,000.00","June 9, 2026 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","June 9, 2026 9:01 PM",,Utilities
Water Service,"COP 120,000.00","June 13, 2026 4:59 AM",,Utilities
Cellphone Plan,"COP 82,000.00","June 16, 2026 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","June 16, 2026 9:02 PM",,Utilities
Electricity Service,"COP 700,000.00","June 17, 2026 5:00 AM",,Utilities
Credit Card Quota,"COP 48,490.00","June 18, 2026 5:00 AM",,Utilities
Gas Service,"COP 30,000.00","June 20, 2026 5:00 AM",,Utilities
http://lobito.dev Domain,"COP 86,000.00","June 22, 2026 5:02 AM",,Sinking
Cleaning Service,"COP 60,000.00","June 23, 2026 9:00 PM",,Utilities
Lourdes’ Pills,"COP 50,000.00","June 24, 2026 5:00 AM",,Discretionary
Unified Predial Tax,"COP 2,000,000.00","June 24, 2026 5:00 AM",,Sinking
Galleta's Quota,"COP 100,000.00","June 24, 2026 5:01 AM",,Discretionary
Apple One,"COP 83,900.00","June 24, 2026 5:01 AM",,Utilities
Rent,"COP 1,000,000.00","June 24, 2026 5:01 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","June 24, 2026 5:01 AM",,Discretionary
Vehicular Tax Of Barranquilla,"COP 241,200.00","June 24, 2026 5:01 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","June 24, 2026 5:02 AM",,Sinking
Cleaning Service,"COP 60,000.00","June 30, 2026 9:03 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","July 3, 2026 5:00 AM",,Utilities
YouTube Premium,"COP 41,900.00","July 7, 2026 5:01 AM",,Utilities
Cleaning Service,"COP 60,000.00","July 7, 2026 9:00 PM",,Utilities
Administration Service,"COP 350,000.00","July 9, 2026 5:01 AM",,Utilities
Water Service,"COP 120,000.00","July 13, 2026 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","July 14, 2026 9:02 PM",,Utilities
Cellphone Plan,"COP 82,000.00","July 16, 2026 5:01 AM",,Utilities
Electricity Service,"COP 700,000.00","July 17, 2026 5:00 AM",,Utilities
Credit Card Quota,"COP 48,490.00","July 18, 2026 5:01 AM",,Utilities
Sweatpants,"COP 139,000.00","June 8, 2022 2:14 AM","January 1, 2022",Discretionary
Valentine Chocolate,"COP 14,000.00","June 8, 2022 2:19 AM","February 1, 2022",Discretionary
Starbucks,"COP 22,400.00","June 8, 2022 2:20 AM","February 1, 2022",Discretionary
Falabella T-Shirts,"COP 67,000.00","June 8, 2022 2:28 AM","April 1, 2022",Discretionary
Cable Organizators,"COP 72,000.00","June 8, 2022 2:42 AM","May 1, 2022",Discretionary
Medellin Rumus Pizza,"COP 70,000.00","June 8, 2022 2:43 AM","May 1, 2022",Discretionary
AFC Account,"COP 2,500,000.00","June 11, 2022 12:53 PM","May 1, 2022",Short-term
Sweatpants,"COP 100,000.00","June 11, 2022 6:29 PM","March 1, 2021",Discretionary
Lourdes’ Anniversary Gift,"COP 320,000.00","June 12, 2022 2:04 PM","May 1, 2021",Sinking
Samsung SSD,"COP 591,000.00","June 12, 2022 2:09 PM","June 1, 2021",Short-term
La Garosa (Treating Lourdes),"COP 30,000.00","June 12, 2022 3:23 PM","August 1, 2021",Discretionary
Shampoo And conditioner,"COP 100,000.00","June 12, 2022 3:37 PM","September 1, 2021",Discretionary
Meat,"COP 35,000.00","June 12, 2022 4:10 PM","October 1, 2021",Discretionary
Pastel De Oro,"COP 32,000.00","July 2, 2022 2:27 PM","June 1, 2022",Discretionary
Brasier de Yoi,"COP 25,000.00","July 31, 2022 4:58 PM","July 1, 2022",Discretionary
Panamericana: Bolsos de Lourdes + Power Bank + Reloj Digital,"COP 247,000.00","July 31, 2022 5:00 PM","July 1, 2022",Discretionary
Porta Tapabocas,"COP 6,900.00","July 31, 2022 5:05 PM","July 1, 2022",Discretionary
Nazly,"COP 30,000.00","July 31, 2022 5:07 PM","July 1, 2022",Discretionary
Ganache,"COP 40,000.00","August 20, 2022 9:05 PM",,Discretionary
Rascador De Galleta,"COP 40,000.00","August 27, 2022 1:26 PM",,Discretionary
Cumpleaños de la mamá de Lourdes,"COP 50,000.00","September 3, 2022 8:52 PM",,Sinking
Mom Payback,"COP 57,000.00","September 5, 2022 5:11 PM",,Discretionary
Toallitas Humedas,"COP 10,000.00","October 9, 2022 5:18 PM",,Utilities
Shampoo Y Acondicionador,"COP 103,000.00","October 10, 2022 1:53 PM",,Utilities
Diva: Hamburguesa y Cerveza,"COP 34,000.00","October 16, 2022 4:24 AM",,Discretionary
Pañitos Limpiadores De Pantallas,"COP 15,000.00","October 23, 2022 12:16 AM",,Discretionary
Mini Bono,"COP 6,500.00","October 29, 2022 11:52 PM",,Discretionary
Apple Watch Case,"COP 30,000.00","November 24, 2022 1:00 PM",,Discretionary
Café Maema,"COP 25,000.00","November 26, 2022 9:55 PM",,Discretionary
Guardería Galleta,"COP 100,000.00","December 2, 2022 2:53 AM",,Discretionary
Dulcerna,"COP 32,000.00","December 3, 2022 9:43 PM",,Discretionary
7's Burguers,"COP 125,000.00","December 7, 2022 11:21 PM",,Discretionary
Uber a Brisket,"COP 10,500.00","December 11, 2022 1:51 AM",,Discretionary
Toalla Para Cocina,"COP 14,000.00","December 15, 2022 2:32 AM",,Short-term
Mr. Bono,"COP 6,500.00","December 17, 2022 10:07 PM",,Discretionary
Panetón para Jorge Amaya,"COP 20,000.00","December 24, 2022 4:55 PM",,Short-term
Grifo,"COP 114,900.00","December 27, 2022 12:20 AM",,Short-term
Instalación de la lavadora y secadora,"COP 250,000.00","December 27, 2022 12:39 AM",,Short-term
Uber De Lourdes,"COP 20,000.00","December 31, 2022 3:16 PM",,Discretionary
Seda Dental,"COP 19,100.00","January 9, 2023 7:34 PM",,Utilities
Enjuague Bucal,"COP 23,590.00","January 9, 2023 7:34 PM",,Utilities
Dedito de queso,"COP 5,590.00","January 15, 2023 5:33 PM",,Utilities
Maní,"COP 5,850.00","January 15, 2023 5:40 PM",,Utilities
Pan de Perro,"COP 4,600.00","January 21, 2023 12:11 PM",,Utilities
Cepillo Dental,"COP 12,700.00","January 22, 2023 11:57 PM",,Utilities
De Toditos Picantes,"COP 4,990.00","January 23, 2023 12:05 AM",,Utilities
Linaza Molida,"COP 9,500.00","January 23, 2023 12:07 AM",,Utilities
Ducha Regadera,"COP 14,900.00","January 29, 2023 2:19 AM",,Short-term
Burlete de perfil,"COP 38,900.00","January 29, 2023 2:20 AM",,Short-term
Adhesivo antideslizante,"COP 12,000.00","January 31, 2023 2:13 AM",,Utilities
Galleta's Toy,"COP 10,000.00","February 5, 2023 2:08 PM",,Discretionary
La Diva,"COP 150,000.00","February 5, 2023 2:09 PM",,Discretionary
Cervezas BBC,"COP 18,000.00","February 5, 2023 4:16 PM",,Utilities
Cepillo de Piso,"COP 6,250.00","February 13, 2023 1:38 PM",,Utilities
Juguete,"COP 6,000.00","February 13, 2023 1:40 PM",,Discretionary
Dioxogen,"COP 6,000.00","February 13, 2023 1:43 PM",,Utilities
Canastos,"COP 21,000.00","February 25, 2023 11:52 PM",,Discretionary
Juguete,"COP 7,000.00","February 25, 2023 11:52 PM",,Discretionary
Caja Infable,"COP 18,000.00","April 26, 2023 1:54 AM",,Discretionary
Chorizo Vela,"COP 7,450.00","April 26, 2023 2:01 AM",,Utilities
Toallas,"COP 70,000.00","April 26, 2023 2:04 AM",,Short-term
Chocolates,"COP 27,000.00","April 26, 2023 2:04 AM",,Discretionary
Renovación de la licencia,"COP 200,000.00","April 26, 2023 2:09 AM",,Short-term
Chicken Bake x3,"COP 40,500.00","April 26, 2023 2:10 AM",,Discretionary
Cuchillo,"COP 25,000.00","June 21, 2023 12:20 PM",,Discretionary
Shawarmas,"COP 38,000.00","June 21, 2023 12:21 PM",,Discretionary
Shakes,"COP 30,000.00","July 1, 2023 10:44 PM",,Discretionary
Miniso,"COP 35,000.00","July 8, 2023 9:41 PM",,Discretionary
Uber,"COP 7,100.00","July 23, 2023 7:08 PM",,Discretionary
Good Food,"COP 130,000.00","August 5, 2023 7:42 PM",,Discretionary
Pesas Tobillo,"COP 42,900.00","August 5, 2023 11:52 PM",,Discretionary
Farmatodo,"COP 56,000.00","August 27, 2023 1:27 AM",,Utilities
Dollar City,"COP 16,000.00","September 22, 2023 10:16 AM",,Discretionary
Buho,"COP 30,000.00","September 22, 2023 10:17 AM",,Discretionary
D1,"COP 150,000.00","October 1, 2023 2:39 AM",,Utilities
Things iPad,"COP 100,000.00","October 4, 2023 2:32 PM",,Discretionary
Sound Bar,"COP 600,000.00","October 14, 2023 9:03 PM",,Discretionary
BBC,"COP 200,000.00","October 28, 2023 3:17 AM",,Discretionary
Miniso,"COP 21,500.00","October 28, 2023 9:51 PM",,Discretionary
Pricesmart,"COP 112,900.00","November 25, 2023 5:09 PM",,Utilities
Almacenes Éxito,"COP 138,945.00","November 25, 2023 5:11 PM",,Utilities
Gasoline Pump,"COP 171,000.00","December 10, 2023 6:02 PM",,Utilities
Mafalda Calendar,"COP 50,000.00","December 16, 2023 9:50 PM",,Sinking
Electricity Service,"COP 700,000.00","December 17, 2023 7:50 AM",,Utilities
Air Fryer (Gift For Mom),"COP 250,000.00","December 23, 2023 3:22 PM",,Sinking
Milshakes,"COP 33,900.00","December 23, 2023 8:53 PM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","January 3, 2024 5:37 AM",,Utilities
Black Shirt,"COP 30,000.00","January 6, 2024 8:27 PM",,Discretionary
Galleta's Shirt,"COP 25,000.00","January 23, 2024 2:22 AM",,Discretionary
Coffee@Juan Valdéz,"COP 20,000.00","January 27, 2024 8:51 PM",,Discretionary
Cat TShirt,"COP 24,000.00","January 27, 2024 9:45 PM",,Discretionary
Dinner@Chuzitos,"COP 70,000.00","February 18, 2024 1:05 AM",,Discretionary
Coffee,"COP 15,000.00","February 19, 2024 6:11 PM",,Discretionary
Gas Service,"COP 30,000.00","February 20, 2024 5:37 AM",,Utilities
Pretzels@Viva,"COP 11,500.00","February 24, 2024 10:31 PM",,Discretionary
Lasagna,"COP 20,000.00","February 25, 2024 8:33 PM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","March 3, 2024 6:11 AM",,Utilities
Administration Service,"COP 350,000.00","March 9, 2024 6:12 AM",,Utilities
Water Service,"COP 120,000.00","March 13, 2024 6:39 AM",,Utilities
Gas Service,"COP 30,000.00","March 20, 2024 5:49 AM",,Utilities
Lourdes’ Pills,"COP 50,000.00","March 24, 2024 6:03 AM",,Discretionary
Dinner With Lourdes,"COP 60,000.00","March 30, 2024 3:05 PM",,Discretionary
Coffee@Café Quindio,"COP 19,000.00","April 6, 2024 10:49 PM",,Discretionary
Popcorn,"COP 20,008.00","April 7, 2024 12:12 AM",,Discretionary
Groceries@Pricesmart,"COP 70,000.00","April 7, 2024 8:24 PM",,Utilities
Profilaxis,"COP 150,000.00","April 8, 2024 3:25 PM",,Discretionary
Supplies@DollarCity,"COP 66,000.00","May 12, 2024 7:32 PM",,Utilities
Supplies@Alkosto,"COP 64,000.00","May 12, 2024 8:23 PM",,Utilities
Water Service,"COP 120,000.00","May 13, 2024 5:00 AM",,Utilities
Toy for Cats,"COP 9,950.00","May 18, 2024 10:51 PM",,Discretionary
Paris Hotel,"COP 4,100,000.00","May 18, 2024 10:53 PM",,Short-term
Pisa Train Tickets,"COP 316,000.00","May 26, 2024 8:36 PM",,Short-term
Nancy's Gift Card,"COP 309,000.00","June 1, 2024 7:57 PM",,Sinking
Movie Tickets,"COP 30,000.00","June 9, 2024 3:34 PM",,Discretionary
Cellphone Plan,"COP 82,000.00","June 16, 2024 7:47 AM",,Utilities
Rent,"COP 1,000,000.00","July 24, 2024 7:15 AM",,Utilities
Notion's Plus Plan,"COP 200,000.00","August 1, 2024 5:48 AM",,Sinking
Groceries@PriceSmart,"COP 106,900.00","August 4, 2024 4:44 AM",,Utilities
Groceries@D1,"COP 468,370.00","August 12, 2024 1:40 AM",,Utilities
Bogota Ticket For Lourdes’ Mom,"COP 561,890.00","August 12, 2024 1:41 AM",,Discretionary
Groceries@Exito,"COP 104,000.00","August 12, 2024 1:41 AM",,Utilities
Grevin Museum Tickets,"COP 239,423.00","August 20, 2024 12:45 AM",,Short-term
Galleta's Quota,"COP 100,000.00","August 24, 2024 5:28 AM",,Discretionary
Love And Friendship Gift,"COP 324,983.00","September 1, 2024 4:44 PM",,Sinking
YouTube Premium,"COP 26,900.00","September 7, 2024 7:25 AM",,Utilities
Administration Service,"COP 350,000.00","September 9, 2024 6:38 AM",,Utilities
"Animals Donation ","COP 20,000.00","September 10, 2024 12:45 AM",,Discretionary
Galleta's Quota,"COP 100,000.00","April 24, 2025 5:01 AM",,Discretionary
Rent,"COP 1,000,000.00","April 24, 2025 5:01 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","April 24, 2025 5:02 AM",,Discretionary
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","April 24, 2025 5:02 AM",,Sinking
Unified Predial Tax,"COP 2,000,000.00","April 24, 2025 5:02 AM",,Sinking
Lourdes’ Pills,"COP 50,000.00","April 24, 2025 5:02 AM",,Discretionary
Dinner,"COP 56,000.00","April 27, 2025 6:39 PM",,Discretionary
DenimKab and Bearcliff clothes,"COP 441,430.00","April 27, 2025 6:40 PM",,Discretionary
Crepes & Waffles,"COP 119,600.00","April 27, 2025 6:40 PM",,Discretionary
Mother Gift,"COP 200,000.00","April 27, 2025 6:41 PM",,Sinking
Groceries@Pricesmart,"COP 108,000.00","April 27, 2025 6:44 PM",,Utilities
Andres,"COP 300,000.00","April 27, 2025 6:45 PM",,Emergency
Visa Application,"COP 790,000.00","April 27, 2025 7:10 PM",,Short-term
Cleaning Service,"COP 60,000.00","April 29, 2025 9:10 PM",,Utilities
Patagonia Steak House,"COP 278,600.00","May 1, 2025 6:45 PM",,Discretionary
TV + Phone + Internet Service,"COP 133,353.00","May 3, 2025 5:03 AM",,Utilities
Movie Ticket,"COP 22,500.00","May 4, 2025 1:11 AM",,Discretionary
Cocktail,"COP 40,000.00","May 4, 2025 3:15 AM",,Discretionary
La Matriarca,"COP 97,481.00","May 4, 2025 5:48 AM",,Sinking
Cleaning Service,"COP 60,000.00","May 6, 2025 9:01 PM",,Utilities
YouTube Premium,"COP 41,900.00","May 7, 2025 5:01 AM",,Utilities
Administration Service,"COP 350,000.00","May 9, 2025 5:01 AM",,Utilities
Coffee,"COP 33,900.00","May 10, 2025 10:05 PM",,Discretionary
Falabella Gift Card,"COP 100,000.00","May 10, 2025 11:39 PM",,Sinking
Falabella Boxy Shirts,"COP 120,480.00","May 10, 2025 11:39 PM",,Short-term
Cuca,"COP 30,000.00","May 10, 2025 11:44 PM",,Discretionary
"Velez Mall Plaza Barra, New Sandals","COP 269,900.00","May 11, 2025 1:10 AM",,Short-term
Porthos Steakhouse And,"COP 104,015.00","May 11, 2025 2:20 AM",,Discretionary
White Shirts,"COP 80,000.00","May 11, 2025 6:42 PM","May 8, 2025",Short-term
Water Service,"COP 120,000.00","May 13, 2025 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","May 13, 2025 9:07 PM",,Utilities
Cellphone Plan,"COP 82,000.00","May 16, 2025 5:02 AM",,Utilities
Electricity Service,"COP 700,000.00","May 17, 2025 5:03 AM",,Utilities
MR BONO ESTACIÓN VIVA PISO 2,"COP 21,500.00","May 17, 2025 8:40 PM",,Discretionary
1 Puppis Viva Barranqu,"COP 13,500.00","May 17, 2025 9:03 PM",,Utilities
Pepe Ganga Cc Viva,"COP 16,910.00","May 17, 2025 9:25 PM",,Discretionary
Farmatodo Viva Barranq,"COP 210,265.00","May 17, 2025 10:10 PM",,Utilities
Josh Viva Barranquilla,"COP 194,650.00","May 17, 2025 11:10 PM",,Sinking
Farmatodo,"COP 8,700.00","May 17, 2025 11:49 PM",,Discretionary
Multicines Exito,"COP 57,000.00","May 17, 2025 11:57 PM",,Discretionary
Mis Carnes Parrilla,"COP 115,000.00","May 18, 2025 3:14 AM",,Discretionary
Credit Card Quota,"COP 48,490.00","May 18, 2025 5:03 AM",,Utilities
Hair Products,"COP 120,000.00","May 19, 2025 11:17 AM",,Utilities
iPhone Cases,"COP 100,000.00","May 19, 2025 11:18 AM",,Discretionary
Rosita's Gift,"COP 65,000.00","May 19, 2025 11:20 AM",,Sinking
Gas Service,"COP 30,000.00","May 20, 2025 5:00 AM",,Utilities
Cleaning Service,"COP 60,000.00","May 20, 2025 9:04 PM",,Utilities
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","May 24, 2025 5:00 AM",,Sinking
Lourdes’ Pills,"COP 50,000.00","May 24, 2025 5:00 AM",,Discretionary
Galleta's Quota,"COP 100,000.00","May 24, 2025 5:00 AM",,Discretionary
Rent,"COP 1,000,000.00","May 24, 2025 5:00 AM",,Utilities
Lourdes’ English Professor,"COP 670,000.00","May 24, 2025 5:00 AM",,Discretionary
Apple One,"COP 83,900.00","May 24, 2025 5:00 AM",,Utilities
Unified Predial Tax,"COP 2,000,000.00","May 24, 2025 5:02 AM",,Sinking
Vehicular Tax Of Barranquilla,"COP 241,200.00","May 24, 2025 5:02 AM",,Sinking
Fit Choices,"COP 60,000.00","May 24, 2025 8:21 PM",,Discretionary
Green Shirt,"COP 59,990.00","May 24, 2025 9:23 PM",,Short-term
Farmatodo Mall Plaza B,"COP 111,250.00","May 24, 2025 10:11 PM",,Utilities
Transaction,"COP 14,000.00","May 24, 2025 11:21 PM",,Discretionary
Cleaning Service,"COP 60,000.00","May 27, 2025 9:01 PM",,Utilities
Atun and Sausages,"COP 90,000.00","June 1, 2025 6:44 PM",,Utilities
TV + Phone + Internet Service,"COP 133,353.00","June 3, 2025 5:04 AM",,Utilities
Cleaning Service,"COP 60,000.00","June 3, 2025 9:02 PM",,Utilities
YouTube Premium,"COP 41,900.00","June 7, 2025 5:03 AM",,Utilities
carloscamilo.loboulloque Domain,"COP 86,000.00","June 7, 2025 5:03 AM",,Sinking
Car Fuel,"COP 154,473.00","June 7, 2025 8:21 PM",,Utilities
Lourdes Sandals,"COP 399,900.00","June 8, 2025 12:50 AM",,Discretionary
Fiordi Cc Mall Plaza,"COP 143,457.00","June 8, 2025 2:28 AM",,Discretionary
Administration Service,"COP 350,000.00","June 9, 2025 5:04 AM",,Utilities
Cleaning Service,"COP 60,000.00","June 10, 2025 9:03 PM",,Utilities
Water Service,"COP 120,000.00","June 13, 2025 5:04 AM",,Utilities
Cellphone Plan,"COP 82,000.00","June 16, 2025 5:01 AM",,Utilities
Electricity Service,"COP 700,000.00","June 17, 2025 5:02 AM",,Utilities
Cleaning Service,"COP 60,000.00","June 17, 2025 9:02 PM",,Utilities
Credit Card Quota,"COP 48,490.00","June 18, 2025 5:00 AM",,Utilities
Gas Service,"COP 30,000.00","June 20, 2025 5:02 AM",,Utilities
Decathlon Barranquilla,"COP 9,000.00","June 21, 2025 9:37 PM",,Discretionary
Mr Bono Exito Cr 51b,"COP 9,500.00","June 22, 2025 12:31 AM",,Discretionary
Pepe Ganga,"COP 11,940.00","June 22, 2025 12:31 AM",,Discretionary
Milonga Viva Barranqui,"COP 13,600.00","June 22, 2025 12:32 AM",,Discretionary
Novaventa Bquilla Cod,"COP 5,300.00","June 22, 2025 2:47 AM",,Discretionary
Novaventa Bquilla Cod,"COP 3,500.00","June 22, 2025 2:48 AM",,Discretionary
http://lobito.dev Domain,"COP 86,000.00","June 22, 2025 5:00 AM",,Sinking
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","June 24, 2025 5:04 AM",,Sinking
Vehicular Tax Of Barranquilla,"COP 241,200.00","June 24, 2025 5:04 AM",,Sinking
Galleta's Quota,"COP 100,000.00","June 24, 2025 5:04 AM",,Discretionary
